hora,min, seg, preço,volume,agressor,classificador
9,0,40,5520,20,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,15,Leilão,0
9,0,40,5520,10,Leilão,0
9,0,40,5520,20,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,15,Leilão,0
9,0,40,5520,20,Leilão,0
9,0,40,5520,10,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,10,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,10,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,25,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,25,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,10,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,10,Leilão,0
9,0,40,5520,10,Leilão,0
9,0,40,5520,5,Leilão,0
9,0,40,5520,10,Leilão,0
9,0,40,5520,10,Leilão,0
9,0,41,5520.5,5,Vendedor,0
9,0,41,5522,5,Comprador,0
9,0,41,5520.5,5,Vendedor,0
9,0,41,5520.5,5,Vendedor,0
9,0,41,5522,5,Comprador,0
9,0,42,5519.5,15,Comprador,0
9,0,42,5520,5,Comprador,0
9,0,42,5519.5,5,Vendedor,0
9,0,42,5520,5,Vendedor,0
9,0,42,5520,25,Vendedor,0
9,0,42,5520,75,Vendedor,0
9,0,42,5520,15,Vendedor,0
9,0,42,5520,5,Vendedor,0
9,0,42,5520,5,Vendedor,0
9,0,42,5521,20,Vendedor,0
9,0,43,5520,5,Comprador,0
9,0,43,5519.5,5,Vendedor,0
9,0,43,5519,5,Vendedor,0
9,0,44,5520.5,5,Comprador,0
9,0,45,5520.5,5,Comprador,0
9,0,46,5521,5,Comprador,0
9,0,46,5519.5,5,Vendedor,0
9,0,46,5520,5,Comprador,0
9,0,47,5519.5,5,Vendedor,0
9,0,47,5519.5,5,Vendedor,0
9,0,47,5521.5,5,Comprador,0
9,0,48,5520.5,5,Comprador,0
9,0,48,5520.5,5,Comprador,0
9,0,49,5520,5,Vendedor,0
9,0,50,5520.5,5,Comprador,0
9,0,50,5520.5,5,Comprador,0
9,0,51,5520.5,5,Comprador,0
9,0,52,5520.5,5,Vendedor,0
9,0,53,5519,5,Vendedor,0
9,0,53,5519,5,Vendedor,0
9,0,53,5519.5,5,Vendedor,0
9,0,53,5519.5,5,Vendedor,0
9,0,54,5519.5,5,Vendedor,0
9,0,54,5520,5,Comprador,0
9,0,56,5519.5,5,Vendedor,0
9,0,56,5519.5,5,Vendedor,0
9,0,56,5520,5,Vendedor,0
9,0,57,5520,5,Vendedor,0
9,0,57,5520,5,Vendedor,0
9,0,57,5521,5,Comprador,0
9,0,57,5520.5,5,Comprador,0
9,0,57,5520.5,5,Comprador,0
9,0,57,5520.5,20,Comprador,0
9,0,57,5520,5,Comprador,0
9,0,57,5520,5,Comprador,0
9,0,57,5519.5,5,Comprador,0
9,0,57,5519,5,Comprador,0
9,0,57,5519,5,Comprador,0
9,0,57,5518.5,20,Vendedor,0
9,0,57,5518.5,20,Vendedor,0
9,0,57,5518.5,10,Vendedor,0
9,0,57,5518.5,15,Vendedor,0
9,0,57,5518.5,10,Vendedor,0
9,0,57,5519,5,Comprador,0
9,0,57,5519,5,Comprador,0
9,0,57,5519,5,Comprador,0
9,0,57,5518.5,5,Vendedor,0
9,0,57,5518.5,5,Vendedor,0
9,0,57,5518.5,5,Vendedor,0
9,0,57,5518.5,5,Vendedor,0
9,0,57,5518.5,5,Comprador,0
9,0,57,5517,5,Vendedor,0
9,0,57,5517.5,5,Vendedor,0
9,0,57,5517.5,10,Vendedor,0
9,0,57,5517.5,20,Vendedor,0
9,0,57,5517.5,20,Vendedor,0
9,0,57,5517.5,5,Vendedor,0
9,0,57,5518,5,Vendedor,0
9,0,57,5518.5,5,Vendedor,0
9,0,57,5518.5,5,Vendedor,0
9,0,57,5518.5,5,Vendedor,0
9,0,57,5519.5,5,Comprador,0
9,0,57,5518.5,5,Vendedor,0
9,0,57,5518.5,35,Vendedor,0
9,0,57,5518.5,5,Vendedor,0
9,0,57,5518.5,10,Vendedor,0
9,0,57,5518.5,20,Vendedor,0
9,0,57,5518.5,10,Vendedor,0
9,0,57,5518.5,5,Vendedor,0
9,0,57,5518.5,5,Vendedor,0
9,0,57,5519,5,Vendedor,0
9,0,57,5519,5,Vendedor,0
9,0,57,5519,5,Vendedor,0
9,0,57,5519,5,Vendedor,0
9,0,58,5518.5,5,Comprador,0
9,0,58,5519,5,Vendedor,0
9,0,58,5520,5,Vendedor,0
9,0,59,5519,5,Comprador,0
9,0,59,5519,5,Comprador,0
9,0,59,5519,5,Comprador,0
9,0,59,5518.5,5,Comprador,0
9,0,59,5518.5,5,Comprador,0
9,1,0,5518,5,Vendedor,0
9,1,0,5518.5,5,Comprador,0
9,1,0,5518,5,Comprador,0
9,1,0,5517.5,5,Comprador,0
9,1,0,5516,5,Vendedor,0
9,1,0,5516.5,5,Vendedor,0
9,1,0,5516.5,5,Vendedor,0
9,1,0,5517,5,Vendedor,0
9,1,0,5517,5,Vendedor,0
9,1,0,5517.5,5,Vendedor,0
9,1,0,5518,5,Vendedor,0
9,1,1,5517,5,Comprador,0
9,1,2,5518,5,Comprador,0
9,1,2,5517.5,5,Comprador,0
9,1,2,5517.5,5,Comprador,0
9,1,2,5517.5,5,Comprador,0
9,1,3,5517,10,Comprador,0
9,1,4,5517,5,Comprador,0
9,1,6,5517.5,5,Comprador,0
9,1,6,5517.5,10,Comprador,0
9,1,6,5516.5,5,Comprador,0
9,1,6,5516.5,5,Vendedor,0
9,1,8,5517.5,5,Vendedor,0
9,1,8,5518,5,Vendedor,0
9,1,8,5518,5,Vendedor,0
9,1,8,5518,5,Comprador,0
9,1,8,5517.5,10,Vendedor,0
9,1,8,5517.5,5,Comprador,0
9,1,8,5517.5,5,Vendedor,0
9,1,9,5518,5,Comprador,0
9,1,10,5517.5,5,Comprador,0
9,1,10,5517.5,5,Vendedor,0
9,1,11,5517,5,Comprador,0
9,1,11,5517,5,Comprador,0
9,1,11,5516.5,5,Vendedor,0
9,1,11,5516.5,5,Vendedor,0
9,1,11,5516.5,10,Vendedor,0
9,1,11,5516.5,5,Vendedor,0
9,1,11,5517,5,Vendedor,0
9,1,12,5517,5,Comprador,0
9,1,12,5516.5,5,Comprador,0
9,1,12,5516.5,15,Vendedor,0
9,1,12,5516.5,5,Comprador,0
9,1,12,5516.5,20,Vendedor,0
9,1,13,5516.5,5,Comprador,0
9,1,13,5516.5,5,Vendedor,0
9,1,13,5516.5,5,Vendedor,0
9,1,13,5516.5,5,Vendedor,0
9,1,13,5517,5,Comprador,0
9,1,13,5516.5,5,Vendedor,0
9,1,13,5516.5,5,Vendedor,0
9,1,13,5516.5,10,Vendedor,0
9,1,13,5516.5,5,Vendedor,0
9,1,14,5517,5,Vendedor,0
9,1,14,5517,5,Comprador,0
9,1,14,5516.5,5,Vendedor,0
9,1,14,5516.5,10,Vendedor,0
9,1,15,5516.5,5,Vendedor,0
9,1,15,5516.5,10,Vendedor,0
9,1,15,5516.5,5,Comprador,0
9,1,15,5516.5,5,Comprador,0
9,1,15,5516.5,10,Vendedor,0
9,1,15,5516.5,5,Comprador,0
9,1,15,5516.5,5,Comprador,0
9,1,15,5516.5,5,Vendedor,0
9,1,15,5516.5,10,Vendedor,0
9,1,15,5516.5,5,Vendedor,0
9,1,16,5517,5,Comprador,0
9,1,16,5517,5,Comprador,0
9,1,17,5517,10,Vendedor,0
9,1,17,5517,5,Vendedor,0
9,1,20,5516.5,10,Vendedor,0
9,1,20,5516.5,5,Vendedor,0
9,1,20,5516.5,5,Vendedor,0
9,1,20,5516.5,5,Vendedor,0
9,1,20,5516.5,5,Vendedor,0
9,1,20,5516.5,5,Vendedor,0
9,1,20,5516.5,5,Comprador,0
9,1,20,5516.5,5,Comprador,0
9,1,20,5516.5,5,Comprador,0
9,1,20,5516.5,5,Comprador,0
9,1,20,5516,5,Comprador,0
9,1,20,5516.5,5,Vendedor,0
9,1,20,5516.5,5,Comprador,0
9,1,20,5516,5,Comprador,0
9,1,20,5516,5,Comprador,0
9,1,20,5516.5,5,Vendedor,0
9,1,20,5516.5,5,Vendedor,0
9,1,20,5516.5,5,Comprador,0
9,1,20,5516.5,5,Comprador,0
9,1,20,5515,5,Comprador,0
9,1,20,5515,10,Comprador,0
9,1,20,5515,10,Comprador,0
9,1,20,5515,5,Comprador,0
9,1,20,5515,20,Comprador,0
9,1,20,5515,5,Comprador,0
9,1,20,5515,5,Comprador,0
9,1,20,5515,85,Comprador,0
9,1,20,5515,5,Comprador,0
9,1,20,5515,5,Comprador,0
9,1,20,5514.5,5,Vendedor,0
9,1,20,5515,5,Vendedor,0
9,1,20,5515,5,Vendedor,0
9,1,20,5515,5,Vendedor,0
9,1,20,5515,5,Vendedor,0
9,1,20,5515,5,Vendedor,0
9,1,20,5515,5,Vendedor,0
9,1,20,5515,5,Vendedor,0
9,1,20,5515,5,Vendedor,0
9,1,20,5515,5,Vendedor,0
9,1,20,5515,5,Vendedor,0
9,1,20,5515.5,5,Vendedor,0
9,1,20,5515.5,5,Vendedor,0
9,1,20,5515.5,5,Vendedor,0
9,1,20,5516,5,Vendedor,0
9,1,20,5516,15,Vendedor,0
9,1,20,5516,5,Vendedor,0
9,1,20,5516,5,Vendedor,0
9,1,20,5516,5,Vendedor,0
9,1,20,5516.5,5,Vendedor,0
9,1,20,5516.5,15,Vendedor,0
9,1,20,5517,20,Vendedor,0
9,1,20,5517,5,Vendedor,0
9,1,22,5517,5,Comprador,0
9,1,22,5517,5,Vendedor,0
9,1,24,5517.5,5,Vendedor,0
9,1,24,5517.5,5,Comprador,0
9,1,24,5517.5,5,Comprador,0
9,1,24,5517.5,5,Comprador,0
9,1,25,5518,5,Comprador,0
9,1,25,5518,5,Comprador,0
9,1,26,5518.5,5,Vendedor,0
9,1,26,5519,5,Comprador,0
9,1,26,5519,5,Comprador,0
9,1,26,5519,5,Comprador,0
9,1,26,5519,5,Comprador,0
9,1,26,5519,5,Comprador,0
9,1,26,5518.5,5,Vendedor,0
9,1,26,5518.5,5,Vendedor,0
9,1,26,5519,5,Comprador,0
9,1,26,5518.5,5,Comprador,0
9,1,26,5518.5,5,Comprador,0
9,1,26,5518.5,5,Comprador,0
9,1,26,5518.5,5,Comprador,0
9,1,28,5518.5,5,Vendedor,0
9,1,28,5518.5,5,Vendedor,0
9,1,28,5518.5,5,Comprador,0
9,1,28,5518.5,5,Comprador,0
9,1,28,5518,5,Comprador,0
9,1,28,5518.5,5,Comprador,0
9,1,28,5518,5,Vendedor,0
9,1,29,5517.5,5,Vendedor,0
9,1,29,5518,5,Vendedor,0
9,1,29,5518,5,Vendedor,0
9,1,29,5518,5,Vendedor,0
9,1,29,5518.5,5,Vendedor,0
9,1,35,5517,5,Vendedor,0
9,1,35,5517.5,5,Comprador,0
9,1,35,5517.5,5,Vendedor,0
9,1,35,5518,5,Vendedor,0
9,1,36,5517,10,Vendedor,0
9,1,36,5517,5,Vendedor,0
9,1,36,5517,5,Vendedor,0
9,1,38,5517,5,Vendedor,0
9,1,38,5517,5,Comprador,0
9,1,41,5516.5,10,Vendedor,0
9,1,41,5516.5,5,Comprador,0
9,1,41,5516.5,5,Comprador,0
9,1,41,5516.5,5,Vendedor,0
9,1,41,5516.5,5,Vendedor,0
9,1,41,5516.5,5,Vendedor,0
9,1,41,5516.5,10,Vendedor,0
9,1,42,5517,5,Comprador,0
9,1,42,5517,10,Comprador,0
9,1,43,5517,5,Comprador,0
9,1,43,5517.5,5,Comprador,0
9,1,44,5518,10,Comprador,0
9,1,44,5517.5,5,Comprador,0
9,1,44,5517,5,Comprador,0
9,1,47,5518,5,Comprador,0
9,1,47,5518,5,Comprador,0
9,1,47,5518,35,Comprador,0
9,1,48,5518.5,5,Comprador,0
9,1,49,5518.5,5,Comprador,0
9,1,49,5518.5,5,Comprador,0
9,1,49,5518.5,5,Comprador,0
9,1,51,5518,5,Comprador,0
9,1,51,5518,5,Comprador,0
9,1,51,5517,10,Vendedor,0
9,1,51,5517,5,Vendedor,0
9,1,51,5517.5,5,Vendedor,0
9,1,51,5517.5,10,Comprador,0
9,1,51,5517.5,5,Comprador,0
9,1,51,5517.5,90,Comprador,0
9,1,51,5517.5,55,Comprador,0
9,1,51,5517.5,5,Vendedor,0
9,1,51,5517.5,5,Vendedor,0
9,1,51,5517.5,5,Vendedor,0
9,1,51,5517.5,5,Vendedor,0
9,1,51,5517.5,5,Vendedor,0
9,1,51,5517.5,5,Vendedor,0
9,1,51,5517.5,5,Vendedor,0
9,1,51,5518,5,Vendedor,0
9,1,53,5518.5,5,Vendedor,0
9,1,53,5518.5,5,Vendedor,0
9,1,53,5519,5,Comprador,0
9,1,53,5518.5,5,Comprador,0
9,1,53,5518,5,Comprador,0
9,1,57,5518.5,5,Vendedor,0
9,1,57,5518.5,5,Comprador,0
9,1,59,5518,5,Vendedor,0
9,2,1,5517.5,5,Vendedor,0
9,2,1,5517.5,5,Vendedor,0
9,2,1,5517.5,5,Vendedor,0
9,2,1,5517.5,5,Vendedor,0
9,2,2,5517.5,5,Comprador,0
9,2,3,5517.5,5,Comprador,0
9,2,4,5518,5,Vendedor,0
9,2,4,5518.5,5,Comprador,0
9,2,4,5518.5,5,Comprador,0
9,2,4,5518.5,5,Comprador,0
9,2,4,5518,5,Comprador,0
9,2,4,5518,5,Comprador,0
9,2,9,5518,5,Comprador,0
9,2,10,5518,5,Comprador,0
9,2,10,5518,5,Comprador,0
9,2,12,5516.5,10,Vendedor,0
9,2,12,5516.5,15,Vendedor,0
9,2,12,5516.5,5,Vendedor,0
9,2,12,5517,5,Vendedor,0
9,2,12,5517,10,Vendedor,0
9,2,12,5517,10,Vendedor,0
9,2,12,5517,5,Vendedor,0
9,2,12,5517,15,Vendedor,0
9,2,12,5517.5,5,Vendedor,0
9,2,12,5517.5,5,Vendedor,0
9,2,12,5517.5,5,Vendedor,0
9,2,12,5517.5,5,Vendedor,0
9,2,13,5516.5,5,Vendedor,0
9,2,13,5516.5,5,Vendedor,0
9,2,13,5516.5,5,Comprador,0
9,2,13,5516.5,5,Comprador,0
9,2,13,5516.5,5,Comprador,0
9,2,13,5516.5,5,Comprador,0
9,2,13,5516.5,5,Comprador,0
9,2,13,5516,5,Comprador,0
9,2,13,5516,5,Vendedor,0
9,2,13,5516,5,Vendedor,0
9,2,13,5516,5,Vendedor,0
9,2,13,5516.5,5,Vendedor,0
9,2,13,5516.5,5,Vendedor,0
9,2,13,5516.5,5,Vendedor,0
9,2,13,5517,5,Comprador,0
9,2,13,5517,5,Comprador,0
9,2,13,5517,5,Comprador,0
9,2,13,5517,5,Comprador,0
9,2,13,5517,5,Comprador,0
9,2,14,5515,5,Vendedor,0
9,2,15,5515,5,Vendedor,0
9,2,15,5515,5,Vendedor,0
9,2,15,5515,5,Vendedor,0
9,2,15,5515,5,Vendedor,0
9,2,15,5515,5,Vendedor,0
9,2,15,5515,5,Vendedor,0
9,2,15,5515,5,Vendedor,0
9,2,15,5515,5,Vendedor,0
9,2,15,5515,5,Vendedor,0
9,2,16,5515.5,5,Comprador,0
9,2,16,5515.5,5,Vendedor,0
9,2,16,5515.5,5,Vendedor,0
9,2,16,5515.5,5,Comprador,0
9,2,16,5515.5,5,Comprador,0
9,2,16,5515.5,5,Comprador,0
9,2,16,5516,5,Comprador,0
9,2,16,5516,5,Comprador,0
9,2,17,5516,5,Comprador,0
9,2,17,5516,5,Vendedor,0
9,2,17,5516.5,5,Comprador,0
9,2,17,5516.5,5,Comprador,0
9,2,17,5516,5,Comprador,0
9,2,17,5516,5,Comprador,0
9,2,17,5515.5,5,Comprador,0
9,2,17,5515.5,5,Vendedor,0
9,2,17,5515.5,5,Vendedor,0
9,2,17,5515.5,5,Vendedor,0
9,2,17,5515,5,Vendedor,0
9,2,18,5515.5,5,Vendedor,0
9,2,19,5514.5,5,Comprador,0
9,2,19,5514.5,5,Vendedor,0
9,2,19,5514.5,5,Vendedor,0
9,2,19,5515,5,Vendedor,0
9,2,19,5514.5,10,Comprador,0
9,2,19,5514.5,5,Vendedor,0
9,2,19,5514.5,5,Vendedor,0
9,2,19,5514.5,5,Vendedor,0
9,2,19,5514.5,5,Vendedor,0
9,2,19,5514.5,5,Vendedor,0
9,2,19,5515,5,Vendedor,0
9,2,19,5515,5,Vendedor,0
9,2,19,5515,5,Vendedor,0
9,2,19,5515,5,Vendedor,0
9,2,19,5515,5,Vendedor,0
9,2,19,5515,5,Vendedor,0
9,2,19,5515.5,5,Vendedor,0
9,2,19,5516,5,Comprador,0
9,2,19,5515.5,5,Comprador,0
9,2,19,5515.5,5,Vendedor,0
9,2,19,5515.5,5,Vendedor,0
9,2,19,5515.5,5,Comprador,0
9,2,19,5515.5,5,Comprador,0
9,2,19,5515.5,5,Comprador,0
9,2,19,5515.5,5,Comprador,0
9,2,19,5515.5,5,Comprador,0
9,2,19,5515,5,Vendedor,0
9,2,19,5515,5,Vendedor,0
9,2,19,5515,5,Vendedor,0
9,2,19,5515,5,Vendedor,0
9,2,19,5515,5,Vendedor,0
9,2,20,5515,5,Comprador,0
9,2,20,5514.5,5,Vendedor,0
9,2,21,5515,5,Comprador,0
9,2,21,5514.5,5,Comprador,0
9,2,21,5514.5,5,Comprador,0
9,2,21,5514.5,5,Comprador,0
9,2,22,5514.5,5,Vendedor,0
9,2,23,5515,5,Comprador,0
9,2,23,5515,5,Comprador,0
9,2,23,5515,5,Comprador,0
9,2,23,5514.5,5,Vendedor,0
9,2,23,5515,5,Comprador,0
9,2,23,5515,10,Comprador,0
9,2,24,5515,5,Vendedor,0
9,2,24,5515.5,5,Vendedor,0
9,2,24,5515.5,5,Vendedor,0
9,2,24,5515.5,5,Comprador,0
9,2,24,5515.5,5,Comprador,0
9,2,24,5515.5,5,Comprador,0
9,2,24,5515,5,Vendedor,0
9,2,25,5515,5,Vendedor,0
9,2,25,5515.5,5,Comprador,0
9,2,25,5515.5,5,Comprador,0
9,2,25,5515.5,5,Comprador,0
9,2,25,5515,5,Vendedor,0
9,2,26,5515.5,5,Comprador,0
9,2,26,5516,5,Comprador,0
9,2,26,5516,5,Comprador,0
9,2,26,5515.5,5,Comprador,0
9,2,26,5515.5,5,Comprador,0
9,2,26,5515.5,5,Comprador,0
9,2,26,5515.5,5,Comprador,0
9,2,26,5515.5,5,Comprador,0
9,2,28,5515.5,5,Comprador,0
9,2,29,5515,5,Vendedor,0
9,2,29,5515,5,Vendedor,0
9,2,29,5515,5,Vendedor,0
9,2,32,5515,5,Vendedor,0
9,2,33,5515,5,Vendedor,0
9,2,33,5515,5,Vendedor,0
9,2,33,5515,5,Vendedor,0
9,2,33,5515.5,5,Comprador,0
9,2,33,5515.5,5,Vendedor,0
9,2,33,5515.5,5,Comprador,0
9,2,33,5515.5,5,Comprador,0
9,2,33,5515.5,5,Comprador,0
9,2,34,5515,5,Vendedor,0
9,2,35,5515.5,5,Comprador,0
9,2,35,5515.5,5,Comprador,0
9,2,35,5515.5,5,Comprador,0
9,2,35,5515.5,5,Comprador,0
9,2,36,5515,5,Vendedor,0
9,2,36,5515,5,Vendedor,0
9,2,36,5515,5,Vendedor,0
9,2,36,5515.5,5,Vendedor,0
9,2,36,5515.5,5,Comprador,0
9,2,36,5515.5,5,Comprador,0
9,2,36,5515.5,5,Comprador,0
9,2,37,5515,5,Vendedor,0
9,2,43,5515,5,Comprador,0
9,2,43,5515,5,Comprador,0
9,2,43,5515,5,Comprador,0
9,2,45,5515,5,Comprador,0
9,2,45,5515.5,5,Comprador,0
9,2,45,5515.5,5,Comprador,0
9,2,45,5515.5,5,Comprador,0
9,2,45,5515.5,5,Comprador,0
9,2,45,5515,5,Comprador,0
9,2,45,5515,5,Comprador,0
9,2,46,5514,5,Vendedor,0
9,2,46,5514,5,Vendedor,0
9,2,46,5514,5,Vendedor,0
9,2,46,5514,5,Vendedor,0
9,2,46,5514,5,Comprador,0
9,2,46,5514,5,Comprador,0
9,2,46,5512.5,5,Vendedor,0
9,2,46,5512.5,5,Vendedor,0
9,2,46,5512.5,5,Vendedor,0
9,2,46,5512.5,50,Vendedor,0
9,2,46,5513,5,Vendedor,0
9,2,46,5513,5,Vendedor,0
9,2,46,5513,5,Vendedor,0
9,2,46,5513,5,Vendedor,0
9,2,46,5513,5,Vendedor,0
9,2,46,5513,5,Vendedor,0
9,2,46,5513,5,Vendedor,0
9,2,46,5513.5,5,Vendedor,0
9,2,46,5513.5,5,Vendedor,0
9,2,46,5513.5,5,Vendedor,0
9,2,46,5513.5,20,Vendedor,0
9,2,46,5513.5,5,Vendedor,0
9,2,46,5513.5,5,Vendedor,0
9,2,46,5513.5,5,Vendedor,0
9,2,46,5514,5,Vendedor,0
9,2,46,5514,5,Vendedor,0
9,2,46,5514,5,Vendedor,0
9,2,46,5514,5,Vendedor,0
9,2,46,5514,5,Vendedor,0
9,2,46,5514,5,Vendedor,0
9,2,46,5514,10,Vendedor,0
9,2,46,5514,5,Vendedor,0
9,2,46,5514.5,5,Vendedor,0
9,2,46,5514.5,5,Vendedor,0
9,2,46,5514.5,5,Vendedor,0
9,2,46,5514.5,5,Vendedor,0
9,2,47,5514.5,5,Comprador,0
9,2,47,5514.5,5,Comprador,0
9,2,47,5514.5,5,Comprador,0
9,2,49,5514.5,5,Comprador,0
9,2,52,5515,5,Vendedor,0
9,2,52,5515,5,Vendedor,0
9,2,52,5515,5,Comprador,0
9,2,52,5515,5,Comprador,0
9,2,52,5515,5,Comprador,0
9,2,52,5515,5,Comprador,0
9,2,53,5515.5,5,Comprador,0
9,2,54,5515.5,5,Comprador,0
9,2,54,5515,5,Vendedor,0
9,2,54,5515,5,Vendedor,0
9,2,54,5515.5,5,Vendedor,0
9,2,54,5515.5,5,Comprador,0
9,2,55,5514.5,5,Vendedor,0
9,2,55,5514.5,5,Vendedor,0
9,2,55,5515,5,Vendedor,0
9,2,55,5515,5,Vendedor,0
9,2,57,5514.5,5,Comprador,0
9,2,58,5514,5,Vendedor,0
9,2,58,5514,5,Vendedor,0
9,2,59,5514.5,5,Comprador,0
9,2,59,5514.5,5,Comprador,0
9,3,2,5514.5,5,Comprador,0
9,3,3,5515,5,Comprador,0
9,3,3,5515,5,Comprador,0
9,3,3,5515,5,Comprador,0
9,3,3,5514.5,5,Comprador,0
9,3,3,5514.5,5,Vendedor,0
9,3,3,5514.5,5,Vendedor,0
9,3,8,5514.5,5,Comprador,0
9,3,9,5514,5,Vendedor,0
9,3,9,5514,5,Vendedor,0
9,3,10,5515,5,Comprador,0
9,3,10,5514.5,5,Comprador,0
9,3,11,5513.5,5,Vendedor,0
9,3,11,5514,5,Vendedor,0
9,3,11,5514,5,Vendedor,0
9,3,12,5513,5,Comprador,0
9,3,12,5513,5,Vendedor,0
9,3,12,5513,5,Vendedor,0
9,3,12,5513,5,Vendedor,0
9,3,13,5513.5,5,Comprador,0
9,3,13,5513.5,5,Comprador,0
9,3,15,5513.5,5,Comprador,0
9,3,15,5513.5,5,Comprador,0
9,3,16,5514,5,Comprador,0
9,3,18,5514,5,Vendedor,0
9,3,18,5514,5,Vendedor,0
9,3,18,5514,5,Comprador,0
9,3,18,5514,5,Comprador,0
9,3,18,5514,5,Comprador,0
9,3,19,5514,5,Vendedor,0
9,3,19,5514.5,5,Comprador,0
9,3,19,5514.5,5,Comprador,0
9,3,19,5514.5,5,Comprador,0
9,3,19,5514.5,5,Comprador,0
9,3,19,5514,5,Vendedor,0
9,3,19,5514,5,Vendedor,0
9,3,19,5514.5,5,Comprador,0
9,3,19,5514.5,5,Comprador,0
9,3,19,5514.5,5,Comprador,0
9,3,21,5514.5,5,Comprador,0
9,3,21,5514.5,5,Comprador,0
9,3,21,5514.5,5,Comprador,0
9,3,22,5514.5,5,Vendedor,0
9,3,22,5514.5,5,Vendedor,0
9,3,22,5514.5,5,Vendedor,0
9,3,22,5515,5,Vendedor,0
9,3,23,5515.5,5,Comprador,0
9,3,25,5515,5,Comprador,0
9,3,25,5514,5,Vendedor,0
9,3,25,5514,5,Vendedor,0
9,3,25,5514,5,Vendedor,0
9,3,25,5514.5,5,Vendedor,0
9,3,25,5514.5,5,Vendedor,0
9,3,25,5514.5,5,Vendedor,0
9,3,25,5514.5,5,Vendedor,0
9,3,25,5514.5,5,Vendedor,0
9,3,25,5514.5,5,Vendedor,0
9,3,25,5514.5,5,Vendedor,0
9,3,25,5515,5,Vendedor,0
9,3,25,5515,5,Vendedor,0
9,3,25,5515,5,Vendedor,0
9,3,25,5515,5,Vendedor,0
9,3,25,5515,5,Vendedor,0
9,3,25,5515,5,Vendedor,0
9,3,25,5515,5,Vendedor,0
9,3,25,5515,5,Vendedor,0
9,3,25,5515.5,5,Vendedor,0
9,3,25,5515.5,5,Vendedor,0
9,3,26,5515.5,5,Comprador,0
9,3,27,5515,5,Vendedor,0
9,3,27,5515,5,Vendedor,0
9,3,27,5515,5,Vendedor,0
9,3,27,5515,25,Vendedor,0
9,3,27,5515,5,Vendedor,0
9,3,27,5515,5,Vendedor,0
9,3,27,5515,5,Vendedor,0
9,3,27,5515,5,Vendedor,0
9,3,27,5515,5,Vendedor,0
9,3,27,5515,5,Vendedor,0
9,3,27,5515,5,Vendedor,0
9,3,27,5515,5,Vendedor,0
9,3,27,5515.5,5,Vendedor,0
9,3,27,5515.5,5,Vendedor,0
9,3,27,5515.5,5,Vendedor,0
9,3,27,5515.5,5,Vendedor,0
9,3,27,5515.5,5,Vendedor,0
9,3,27,5515.5,5,Vendedor,0
9,3,27,5516,5,Comprador,0
9,3,29,5515,5,Comprador,0
9,3,30,5513,5,Vendedor,0
9,3,30,5513,5,Vendedor,0
9,3,30,5513.5,5,Vendedor,0
9,3,30,5513.5,5,Vendedor,0
9,3,30,5513.5,5,Vendedor,0
9,3,30,5513.5,5,Vendedor,0
9,3,30,5513.5,5,Vendedor,0
9,3,30,5513.5,5,Vendedor,0
9,3,30,5513.5,5,Vendedor,0
9,3,30,5513.5,5,Vendedor,0
9,3,30,5514,5,Vendedor,0
9,3,30,5514,5,Vendedor,0
9,3,30,5514,5,Vendedor,0
9,3,30,5514,5,Vendedor,0
9,3,30,5514,5,Vendedor,0
9,3,30,5514,5,Vendedor,0
9,3,30,5514.5,5,Vendedor,0
9,3,30,5514.5,5,Vendedor,0
9,3,30,5514.5,5,Vendedor,0
9,3,30,5514.5,5,Vendedor,0
9,3,31,5514.5,5,Comprador,0
9,3,32,5513.5,5,Comprador,0
9,3,32,5513.5,5,Comprador,0
9,3,32,5513.5,5,Vendedor,0
9,3,32,5513.5,5,Vendedor,0
9,3,32,5513.5,5,Vendedor,0
9,3,32,5514,5,Comprador,0
9,3,32,5514,5,Comprador,0
9,3,32,5514,5,Comprador,0
